Date,Year,Month,Season,Origin,Destination,Flight_Type,Flight_ID,Aircraft_Type,Shipment_Count,Cargo_Weight_KG,Cargo_Volume_CBM,ULD_Count,ULD_Type,Pallet_Count,Nature_of_Goods,Cargo_Mix_Complexity,Manpower_Assigned,Forklift_Count,Equipment_Availability,Shift,Weather_Condition,Build_Up_Time_Minutes
2024-10-03,2024,10,Regular,JED,DMM,Domestic,GF6703,A321,75,3788.3,10.06,2,AKE,1,General Cargo,Low,9,2,Medium,Morning,Rain,67.7
2024-10-03,2024,10,Regular,JED,DOH,International,TK8822,B777F,387,24710.4,67.85,14,PLA,6,Electronics,High,16,3,High,Morning,Fog,324.6
2024-10-03,2024,10,Regular,JED,BAH,International,GF858,B787-9,301,11551.4,65.91,7,PMC,3,Electronics,Medium,9,2,Medium,Afternoon,Clear,247.4
2024-10-03,2024,10,Regular,JED,HKG,International,GF9586,A330-300,405,1298.1,12.06,3,PMC,1,E-commerce,Medium,8,2,Medium,Night,Fog,216.6
2024-10-03,2024,10,Regular,JED,DOH,International,TK591,B787-9,489,4409.4,39.12,5,PMC,0,E-commerce,Medium,8,2,Medium,Morning,Clear,261.4
2024-10-03,2024,10,Regular,JED,AUH,International,EK7740,B777F,313,12124.4,77.15,7,PMC,2,Valuable Cargo,High,12,1,Medium,Morning,Clear,265.7
2024-10-03,2024,10,Regular,JED,AMS,International,QR5378,B777F,312,18470.5,75.43,9,PLA,1,Electronics,Medium,15,4,Medium,Afternoon,Clear,233.7
2024-10-03,2024,10,Regular,JED,LHR,International,EY2236,B777F,417,2036.0,22.38,8,AKE,5,E-commerce,High,12,3,Medium,Night,Rain,240.7
2024-10-03,2024,10,Regular,JED,DAC,International,EY3751,B777F,467,2277.2,16.65,4,PMC,0,E-commerce,Medium,9,2,Medium,Afternoon,Clear,226.0
2024-10-03,2024,10,Regular,JED,KWI,International,EK7672,A330-300,321,14532.4,75.4,8,PAG,3,Pharmaceuticals,High,11,4,Medium,Afternoon,Clear,252.7
2024-10-03,2024,10,Regular,JED,DOH,International,SV1918,B737-800,155,6038.0,28.8,3,AKE,1,General Cargo,Low,9,1,Medium,Morning,Clear,105.8
2024-10-03,2024,10,Regular,JED,AUH,International,EY2261,A330-300,310,1331.6,16.37,4,AKE,2,E-commerce,Medium,9,3,Medium,Morning,Rain,173.6
2024-10-03,2024,10,Regular,JED,BOM,International,EY5975,B777F,327,1731.6,10.75,7,AKE,2,Mail,Medium,13,2,Low,Night,Fog,200.5
2024-10-03,2024,10,Regular,JED,DOH,International,EK9102,A330-300,264,757.0,13.16,3,AKE,1,E-commerce,Medium,9,2,Medium,Night,Clear,151.2
2024-10-03,2024,10,Regular,JED,RUH,Domestic,EY9904,A320,112,8223.8,17.46,1,AKE,0,Industrial Equipment,Medium,7,2,Medium,Night,Clear,110.2
2024-10-03,2024,10,Regular,JED,FRA,International,EY9084,B777F,345,15654.5,55.06,10,PMC,8,Electronics,Medium,14,3,Medium,Morning,Clear,266.7
2024-10-03,2024,10,Regular,JED,LHR,International,GF4766,A330-300,298,8014.9,53.21,7,PMC,3,Pharmaceuticals,Medium,12,2,Low,Morning,Clear,253.6
2024-10-03,2024,10,Regular,JED,DXB,International,EK5165,B787-9,250,9957.6,24.79,4,PLA,2,Pharmaceuticals,Medium,10,3,Medium,Afternoon,Clear,207.3
2024-10-03,2024,10,Regular,JED,LHR,International,GF4531,B777F,324,1883.0,6.2,4,AKE,1,Mail,Low,9,3,High,Morning,Clear,133.9
2024-10-03,2024,10,Regular,JED,CAN,International,GF3764,B777F,352,22774.5,87.24,14,PMC,6,Pharmaceuticals,High,13,4,Medium,Afternoon,Clear,311.2
2024-10-04,2024,10,Regular,JED,CDG,International,EY4600,A330-300,290,11522.4,133.09,16,PMC,7,Textiles,Low,14,3,Medium,Morning,Clear,274.6
2024-10-04,2024,10,Regular,JED,DOH,International,TK5050,B787-9,222,11655.7,57.26,7,PMC,4,Valuable Cargo,Medium,12,2,Low,Morning,Clear,217.0
2024-10-04,2024,10,Regular,JED,DAC,International,TK4705,A321,217,3534.6,20.23,2,AKE,1,Fresh Produce,Medium,9,1,Medium,Morning,Clear,147.3
2024-10-04,2024,10,Regular,JED,DMM,Domestic,EY7593,A321,156,1824.8,8.46,2,AKE,1,Fresh Produce,Medium,4,2,Low,Afternoon,Fog,149.3
2024-10-04,2024,10,Regular,JED,CDG,International,QR2157,B787-9,309,15927.0,73.41,10,AKE,2,Seafood,Medium,9,3,High,Afternoon,Clear,247.9
2024-10-04,2024,10,Regular,JED,KWI,International,EK5168,B787-9,262,11926.8,46.86,5,PMC,0,Electronics,Medium,7,4,Medium,Night,Storm,218.1
2024-10-04,2024,10,Regular,JED,DEL,International,EK9851,A330-300,351,15287.9,55.58,8,AKE,3,Electronics,Medium,12,3,Medium,Night,Clear,245.9
2024-10-04,2024,10,Regular,JED,IST,International,SV141,B777F,395,49493.1,76.17,10,PMC,5,Industrial Equipment,Medium,16,4,Medium,Morning,Clear,347.7
2024-10-04,2024,10,Regular,JED,DMM,Domestic,EY796,A321,283,899.5,7.08,2,PMC,2,E-commerce,Low,6,1,Low,Afternoon,Rain,194.0
2024-10-04,2024,10,Regular,JED,LHR,International,EK3208,B787-9,270,22876.6,38.69,7,PLA,5,Industrial Equipment,High,9,2,Medium,Afternoon,Clear,269.8
2024-10-04,2024,10,Regular,JED,AMS,International,SV9684,B787-9,415,2843.5,24.55,3,AKE,0,E-commerce,Medium,11,2,Medium,Afternoon,Clear,197.2
2024-10-04,2024,10,Regular,JED,BOM,International,EY1101,B777F,300,4868.9,17.21,7,PAG,3,Seafood,Medium,12,2,Low,Night,Clear,203.4
2024-10-04,2024,10,Regular,JED,AUH,International,TK614,B787-9,361,14901.3,168.01,18,AKE,7,Textiles,Medium,16,4,Medium,Morning,Clear,331.8
2024-10-04,2024,10,Regular,JED,RUH,Domestic,TK3413,A320,150,1656.0,6.3,1,PMC,0,General Cargo,Low,4,1,Low,Afternoon,Clear,110.0
2024-10-04,2024,10,Regular,JED,AMS,International,EY725,B777F,331,26084.0,40.92,6,AKE,2,Automotive Parts,Medium,7,3,Medium,Morning,Clear,255.5
2024-10-04,2024,10,Regular,JED,KUL,International,QR1078,B777F,318,9596.9,28.0,6,PLA,5,Fresh Produce,High,10,3,Low,Night,Fog,243.6
2024-10-04,2024,10,Regular,JED,LHR,International,TK3008,B777F,261,16699.1,49.0,10,AKE,4,General Cargo,Medium,12,1,Low,Night,Clear,242.3
2024-10-04,2024,10,Regular,JED,FRA,International,QR5457,A330-300,268,13150.7,35.09,4,PLA,0,Live Animals,High,11,1,Low,Night,Clear,242.6
2024-10-04,2024,10,Regular,JED,AMS,International,SV147,B777F,290,15662.3,94.72,11,AKE,2,General Cargo,Low,15,3,Low,Night,Clear,219.0
2024-10-04,2024,10,Regular,JED,DMM,Domestic,QR9613,A321,256,914.8,7.95,2,AKE,1,E-commerce,Low,6,2,Medium,Morning,Clear,134.5
2024-10-04,2024,10,Regular,JED,DEL,International,GF7259,B777F,423,3914.7,45.67,7,PMC,2,E-commerce,Medium,11,3,Medium,Night,Clear,225.5
2024-10-04,2024,10,Regular,JED,CAI,International,SV7090,B737-800,168,1249.8,6.73,1,AKE,0,Mail,Low,8,1,Medium,Morning,Clear,88.8
2024-10-04,2024,10,Regular,JED,KWI,International,SV1642,A330-300,275,5865.8,18.8,4,AKE,3,Dangerous Goods,High,9,1,Low,Night,Clear,232.7
2024-10-04,2024,10,Regular,JED,DXB,International,EY7143,A330-300,209,4613.8,16.76,1,AKE,0,Seafood,Medium,7,1,Low,Afternoon,Clear,156.3
2024-10-04,2024,10,Regular,JED,KUL,International,EY3792,B777F,349,17671.8,117.82,12,PLA,4,General Cargo,Low,18,4,Medium,Afternoon,Clear,253.8
2024-10-04,2024,10,Regular,JED,LHR,International,GF1268,A330-300,222,4364.3,17.84,4,AKE,0,Fresh Produce,Medium,10,3,Medium,Morning,Storm,156.6
2024-10-04,2024,10,Regular,JED,DMM,Domestic,EK3122,B737-800,115,5232.7,22.48,5,AKE,0,Electronics,Medium,7,1,Medium,Afternoon,Clear,111.6
2024-10-04,2024,10,Regular,JED,BAH,International,EK877,B787-9,284,14057.1,43.03,7,PMC,3,Fresh Produce,Medium,8,3,Medium,Afternoon,Rain,226.7
2024-10-04,2024,10,Regular,JED,AUH,International,EK2870,B787-9,287,15690.2,82.18,13,AKE,6,Fresh Produce,High,12,2,Medium,Afternoon,Clear,270.5
2024-10-04,2024,10,Regular,JED,BOM,International,EK722,B777F,304,760.3,10.05,4,AKE,1,E-commerce,Medium,12,3,Low,Afternoon,Clear,154.7
2024-10-04,2024,10,Regular,JED,AUH,International,GF6002,B777F,316,20332.6,82.29,12,AKE,6,Fresh Produce,Medium,13,4,Medium,Afternoon,Rain,274.9
2024-10-04,2024,10,Regular,JED,CAN,International,GF7227,A330-300,357,3059.7,23.35,6,AKE,2,E-commerce,Medium,10,4,Medium,Morning,Rain,218.7
2024-10-04,2024,10,Regular,JED,DMM,Domestic,EK3145,A320,120,1499.4,7.04,2,AKE,1,General Cargo,Low,8,1,Medium,Afternoon,Rain,80.8
2024-10-04,2024,10,Regular,JED,DEL,International,GF3489,B777F,317,36838.6,74.55,8,PAG,3,Industrial Equipment,High,12,4,Medium,Night,Clear,310.9
2024-10-04,2024,10,Regular,JED,RUH,Domestic,EK8761,A321,180,7723.1,20.55,2,AKE,0,Seafood,Low,8,2,Medium,Night,Clear,122.2
2024-10-04,2024,10,Regular,JED,AUH,International,EY3969,B777F,441,2352.3,6.35,5,PMC,1,Mail,Medium,11,2,Medium,Night,Clear,218.0
2024-10-04,2024,10,Regular,JED,BOM,International,EK5594,A330-300,217,11841.1,51.56,6,PMC,3,Fresh Produce,High,9,2,Low,Morning,Clear,213.8
2024-10-05,2024,10,Regular,JED,AMS,International,EK9949,B777F,385,11676.4,60.04,9,PAG,3,General Cargo,Low,11,2,High,Afternoon,Clear,237.4
2024-10-05,2024,10,Regular,JED,RUH,Domestic,EY8668,A320,309,11032.4,48.52,6,AKE,4,Electronics,Medium,7,2,High,Afternoon,Clear,234.1
2024-10-05,2024,10,Regular,JED,DMM,Domestic,QR4267,B737-800,335,16285.3,58.66,7,AKE,2,Electronics,Medium,13,4,High,Morning,Rain,212.3
2024-10-05,2024,10,Regular,JED,DAC,International,SV9805,B787-9,355,13482.3,58.61,12,AKE,7,Pharmaceuticals,High,14,2,Medium,Afternoon,Clear,283.8
2024-10-05,2024,10,Regular,JED,CAI,International,GF4543,B777F,274,10706.8,30.92,5,PMC,1,Pharmaceuticals,Medium,11,2,Medium,Morning,Clear,204.8
2024-10-05,2024,10,Regular,JED,DAC,International,EY2098,B787-9,213,3665.0,16.56,3,AKE,1,Electronics,Medium,7,2,Medium,Night,Clear,141.9
2024-10-05,2024,10,Regular,JED,LHR,International,TK7081,B777F,353,5047.4,20.39,6,PMC,4,Electronics,Low,12,4,Low,Afternoon,Clear,216.1
2024-10-05,2024,10,Regular,JED,RUH,Domestic,EK1267,A320,109,4074.9,14.05,3,AKE,2,Electronics,High,5,1,Medium,Afternoon,Clear,125.5
2024-10-05,2024,10,Regular,JED,RUH,Domestic,GF5746,A321,100,5117.0,9.23,2,AKE,1,Industrial Equipment,Low,7,3,Medium,Morning,Clear,111.4
2024-10-05,2024,10,Regular,JED,AMS,International,SV7316,B787-9,245,6053.8,24.93,5,PAG,2,Fresh Produce,Medium,11,3,High,Afternoon,Clear,165.6
2024-10-05,2024,10,Regular,JED,FRA,International,EK9203,B787-9,240,11825.5,76.96,10,AKE,5,General Cargo,Low,13,5,High,Morning,Clear,149.5
2024-10-05,2024,10,Regular,JED,CDG,International,EY7402,A330-300,247,11407.9,65.37,7,PLA,3,Seafood,High,9,4,Medium,Night,Fog,217.2
2024-10-05,2024,10,Regular,JED,DMM,Domestic,EK7478,A321,143,5105.8,31.96,6,PMC,2,Seafood,Medium,9,3,Medium,Morning,Clear,144.5
2024-10-05,2024,10,Regular,JED,CAN,International,EK862,A321,225,9868.1,66.75,6,PLA,0,Pharmaceuticals,High,8,2,Medium,Afternoon,Clear,236.0
2024-10-05,2024,10,Regular,JED,DMM,Domestic,EY7444,A321,148,3986.9,10.88,5,AKE,2,Seafood,Medium,7,2,Medium,Afternoon,Clear,138.7
2024-10-05,2024,10,Regular,JED,KUL,International,TK4574,B777F,332,8898.7,28.06,5,PMC,2,Fresh Produce,Medium,9,3,High,Morning,Clear,199.0
2024-10-05,2024,10,Regular,JED,DOH,International,TK3155,A330-300,281,14582.2,52.32,7,AKE,3,Live Animals,Medium,14,3,High,Morning,Rain,212.8
2024-10-05,2024,10,Regular,JED,BAH,International,GF137,B787-9,353,2881.2,34.78,6,AKE,0,E-commerce,Medium,11,1,Low,Afternoon,Clear,207.6
2024-10-05,2024,10,Regular,JED,SIN,International,SV8577,B777F,296,8928.4,51.81,6,PMC,2,Dangerous Goods,High,14,3,Medium,Morning,Clear,219.6
2024-10-05,2024,10,Regular,JED,BOM,International,TK3795,A330-300,387,997.2,14.2,1,PLA,0,E-commerce,Medium,12,1,Low,Afternoon,Clear,191.5
2024-10-05,2024,10,Regular,JED,DXB,International,GF4498,B787-9,464,1223.6,15.93,4,PMC,1,E-commerce,Medium,8,3,Low,Afternoon,Clear,248.8
2024-10-06,2024,10,Regular,JED,CAI,International,QR3521,B777F,360,32865.9,57.81,8,PAG,1,Industrial Equipment,High,10,2,Medium,Morning,Storm,329.2
2024-10-06,2024,10,Regular,JED,DMM,Domestic,GF7903,A320,88,1863.2,13.75,1,AKE,1,Dangerous Goods,High,3,1,Low,Night,Storm,177.4
2024-10-06,2024,10,Regular,JED,CDG,International,EY9848,A330-300,329,11554.7,69.62,9,PMC,3,Dangerous Goods,High,11,3,High,Afternoon,Fog,274.9
2024-10-06,2024,10,Regular,JED,CAN,International,GF5745,A330-300,342,2293.4,27.22,5,AKE,1,E-commerce,Medium,12,3,Low,Night,Clear,187.7
2024-10-06,2024,10,Regular,JED,BAH,International,GF657,B777F,321,18209.9,148.19,17,PAG,8,Textiles,Medium,13,4,Medium,Morning,Clear,318.5
2024-10-06,2024,10,Regular,JED,CDG,International,QR8724,B777F,373,21411.9,115.13,13,PMC,4,General Cargo,Medium,16,3,High,Night,Clear,271.6
2024-10-06,2024,10,Regular,JED,LHR,International,GF7541,B777F,330,10054.5,26.6,6,PLA,4,General Cargo,Low,12,2,Medium,Morning,Clear,191.2
2024-10-06,2024,10,Regular,JED,DEL,International,EK9062,B787-9,275,12372.1,53.35,9,PLA,2,General Cargo,Low,11,4,Medium,Night,Clear,182.0
2024-10-06,2024,10,Regular,JED,CAI,International,GF8049,A330-300,279,3892.0,12.33,4,PMC,1,Valuable Cargo,High,6,3,Medium,Morning,Clear,193.4
2024-10-06,2024,10,Regular,JED,AUH,International,EY238,A330-300,272,5478.5,15.96,5,AKE,1,Fresh Produce,High,11,2,Medium,Afternoon,Clear,167.2
2024-10-06,2024,10,Regular,JED,CDG,International,EK7102,B737-800,142,5284.2,34.58,4,AKE,1,General Cargo,Low,7,2,Low,Morning,Clear,131.1
2024-10-06,2024,10,Regular,JED,BOM,International,EY6940,B737-800,232,810.4,10.8,3,AKE,1,E-commerce,Low,7,1,Low,Night,Clear,148.9
2024-10-06,2024,10,Regular,JED,RUH,Domestic,TK5627,A321,207,17898.8,28.81,4,PMC,2,Industrial Equipment,Medium,7,1,Low,Afternoon,Clear,213.1
2024-10-06,2024,10,Regular,JED,RUH,Domestic,SV1431,A320,121,6670.9,7.26,2,PLA,0,Industrial Equipment,Medium,2,1,Medium,Morning,Rain,154.8
2024-10-06,2024,10,Regular,JED,RUH,Domestic,EY1036,B737-800,154,2988.6,8.38,1,AKE,2,Pharmaceuticals,Medium,6,2,Low,Night,Clear,145.0
2024-10-06,2024,10,Regular,JED,KWI,International,GF755,A330-300,242,8188.5,86.83,11,PMC,7,Textiles,Low,10,3,Medium,Night,Clear,240.2
2024-10-06,2024,10,Regular,JED,RUH,Domestic,EK6059,A321,323,1164.3,10.86,3,PMC,2,E-commerce,Medium,10,1,High,Afternoon,Clear,193.7
2024-10-06,2024,10,Regular,JED,DMM,Domestic,EY9471,A321,185,4098.7,21.19,2,AKE,0,Electronics,Medium,5,1,Low,Morning,Clear,155.9
2024-10-06,2024,10,Regular,JED,KWI,International,EK6586,A321,171,3024.6,10.21,1,AKE,1,Pharmaceuticals,Medium,6,1,Medium,Night,Rain,152.9
2024-10-06,2024,10,Regular,JED,LHR,International,QR2480,B787-9,219,4154.8,20.52,4,PLA,4,Dangerous Goods,High,8,1,High,Afternoon,Fog,205.8
2024-10-06,2024,10,Regular,JED,AMS,International,TK3439,B777F,386,21407.6,67.56,10,PMC,3,General Cargo,Medium,14,3,Medium,Morning,Fog,282.4
2024-10-06,2024,10,Regular,JED,KUL,International,SV7184,B777F,302,17329.1,84.46,9,PMC,2,Fresh Produce,Medium,9,2,Medium,Night,Clear,260.0
2024-10-06,2024,10,Regular,JED,BAH,International,EY9113,B777F,354,20854.4,180.53,22,PMC,5,Textiles,Low,13,5,Medium,Night,Clear,345.5
2024-10-06,2024,10,Regular,JED,RUH,Domestic,SV147,A321,196,5462.8,24.0,4,AKE,2,Pharmaceuticals,Medium,8,2,Medium,Night,Clear,161.4
2024-10-06,2024,10,Regular,JED,KWI,International,SV3142,A321,155,6601.8,19.94,3,PLA,1,Seafood,Medium,3,3,Medium,Night,Fog,168.2
2024-10-06,2024,10,Regular,JED,DMM,Domestic,EK2808,A321,94,3959.9,37.89,4,AKE,1,Textiles,Low,7,2,Low,Morning,Clear,133.2
2024-10-06,2024,10,Regular,JED,DXB,International,GF4343,B777F,350,16805.4,100.8,14,PMC,2,Fresh Produce,High,15,2,Medium,Afternoon,Clear,300.3
2024-10-06,2024,10,Regular,JED,DOH,International,GF7796,B777F,331,21568.3,82.87,14,AKE,7,General Cargo,Medium,14,4,Medium,Night,Clear,273.7
2024-10-07,2024,10,Regular,JED,DAC,International,EY2731,B777F,306,20899.5,41.08,8,PMC,3,Automotive Parts,Low,12,5,High,Night,Clear,218.8
2024-10-07,2024,10,Regular,JED,SIN,International,QR4765,A330-300,267,9032.4,45.95,6,AKE,2,Pharmaceuticals,Medium,9,3,Medium,Night,Rain,218.2
2024-10-07,2024,10,Regular,JED,AMS,International,EK4079,B777F,368,46826.2,96.78,12,PMC,4,Industrial Equipment,High,15,4,Medium,Afternoon,Clear,357.9
2024-10-07,2024,10,Regular,JED,CDG,International,SV9807,A321,131,1589.0,5.0,1,PMC,1,Seafood,Medium,6,1,Medium,Afternoon,Clear,126.8
2024-10-07,2024,10,Regular,JED,AMS,International,SV6283,B777F,325,13715.8,91.51,13,PAG,6,General Cargo,Medium,14,3,Low,Afternoon,Clear,290.3
2024-10-07,2024,10,Regular,JED,CAN,International,TK8072,A330-300,260,19706.1,41.02,9,PMC,4,Automotive Parts,Low,11,2,Medium,Night,Clear,218.8
2024-10-07,2024,10,Regular,JED,BAH,International,GF9707,B787-9,248,3911.1,13.2,5,AKE,2,Dangerous Goods,High,10,2,Medium,Night,Fog,205.9
2024-10-07,2024,10,Regular,JED,AUH,International,GF7643,A321,204,9478.9,61.06,6,AKE,3,General Cargo,Low,7,4,Medium,Morning,Clear,151.9
2024-10-07,2024,10,Regular,JED,RUH,Domestic,GF6031,A321,190,8971.0,82.74,7,PMC,2,Textiles,Low,8,1,Low,Night,Clear,212.0
2024-10-07,2024,10,Regular,JED,FRA,International,GF8586,A321,263,3083.9,21.69,3,AKE,1,General Cargo,Low,6,2,Medium,Afternoon,Clear,169.8
2024-10-07,2024,10,Regular,JED,IST,International,EK8634,B787-9,282,15356.5,81.18,12,PLA,2,General Cargo,Low,11,3,High,Afternoon,Clear,219.9
2024-10-07,2024,10,Regular,JED,BAH,International,EY7454,B777F,330,6215.2,23.63,5,PAG,1,Fresh Produce,Medium,9,3,Low,Afternoon,Clear,220.0
2024-10-07,2024,10,Regular,JED,RUH,Domestic,SV7382,A321,179,5648.4,17.51,4,AKE,1,Seafood,Medium,10,3,Low,Morning,Fog,184.3
2024-10-07,2024,10,Regular,JED,RUH,Domestic,EK4842,A320,288,7170.5,89.23,8,AKE,5,Textiles,Low,12,2,High,Night,Clear,192.4
2024-10-07,2024,10,Regular,JED,RUH,Domestic,QR3363,A320,146,4296.5,17.26,2,PMC,0,Live Animals,Medium,7,1,Low,Night,Clear,170.7
2024-10-07,2024,10,Regular,JED,CDG,International,SV2934,B787-9,215,16511.2,34.83,6,AKE,2,Automotive Parts,Low,9,2,Low,Afternoon,Clear,213.0
2024-10-07,2024,10,Regular,JED,DEL,International,SV7774,B777F,237,8918.8,33.96,8,PMC,4,Valuable Cargo,Medium,11,3,Medium,Morning,Clear,211.4
2024-10-07,2024,10,Regular,JED,AMS,International,GF4404,B777F,355,13861.2,80.25,10,AKE,5,Valuable Cargo,High,15,2,High,Night,Clear,267.5
2024-10-07,2024,10,Regular,JED,DEL,International,EK3056,A330-300,223,6160.6,34.43,6,AKE,3,General Cargo,Low,7,2,Low,Morning,Clear,157.7
2024-10-07,2024,10,Regular,JED,RUH,Domestic,GF6332,A320,280,1875.6,22.59,1,AKE,0,E-commerce,Medium,10,1,Low,Morning,Clear,159.9
2024-10-07,2024,10,Regular,JED,RUH,Domestic,EK7819,A320,133,5161.1,32.43,2,AKE,0,General Cargo,Low,6,2,Medium,Afternoon,Fog,119.3
2024-10-07,2024,10,Regular,JED,CAI,International,SV442,A330-300,341,7473.3,24.51,4,PMC,3,General Cargo,Low,8,3,Medium,Afternoon,Fog,201.5
2024-10-07,2024,10,Regular,JED,KUL,International,EY1185,B777F,328,8460.2,52.85,9,PMC,4,Pharmaceuticals,High,12,3,Medium,Night,Clear,238.0
2024-10-07,2024,10,Regular,JED,CAI,International,TK5167,B737-800,157,3223.3,12.08,2,AKE,0,General Cargo,Low,8,1,Medium,Morning,Storm,106.1
2024-10-07,2024,10,Regular,JED,DXB,International,EK2377,A330-300,238,5397.0,25.41,7,PMC,5,General Cargo,Low,11,1,Low,Morning,Clear,196.5
2024-10-07,2024,10,Regular,JED,CAN,International,EY1186,B777F,370,991.4,5.0,3,PAG,1,Mail,Medium,13,3,Low,Afternoon,Clear,199.3
2024-10-07,2024,10,Regular,JED,RUH,Domestic,EY1852,A321,189,3732.4,13.38,1,PMC,0,General Cargo,Low,6,3,Medium,Afternoon,Clear,90.3
2024-10-07,2024,10,Regular,JED,DXB,International,TK4848,B787-9,251,21164.2,46.67,7,PMC,3,Automotive Parts,Medium,9,1,Medium,Afternoon,Clear,239.9
2024-10-07,2024,10,Regular,JED,FRA,International,GF5307,B777F,316,17494.0,153.52,16,PMC,9,Textiles,Low,16,4,High,Morning,Fog,311.5
2024-10-07,2024,10,Regular,JED,AUH,International,EK7841,B777F,326,16622.1,64.52,8,PMC,3,Pharmaceuticals,High,11,2,High,Afternoon,Clear,261.5
2024-10-07,2024,10,Regular,JED,DAC,International,EK2312,B787-9,330,35803.7,58.72,7,PMC,3,Industrial Equipment,High,8,2,Low,Morning,Clear,320.1
2024-10-07,2024,10,Regular,JED,HKG,International,GF7705,B777F,455,4268.1,39.58,5,PLA,2,E-commerce,Medium,10,4,Medium,Afternoon,Clear,232.3
2024-10-07,2024,10,Regular,JED,KWI,International,TK1193,B787-9,262,13108.7,39.06,9,AKE,3,Pharmaceuticals,Medium,11,4,Medium,Night,Fog,227.9
2024-10-07,2024,10,Regular,JED,DMM,Domestic,SV1910,B737-800,234,10219.8,56.09,6,AKE,1,Fresh Produce,High,10,1,Low,Morning,Clear,217.3
2024-10-07,2024,10,Regular,JED,BOM,International,TK7168,B777F,333,13166.0,72.25,13,PMC,4,Fresh Produce,Medium,16,3,High,Morning,Clear,239.7
2024-10-07,2024,10,Regular,JED,FRA,International,SV8296,B777F,267,13158.1,34.47,5,PMC,3,General Cargo,Low,11,4,Medium,Morning,Clear,175.7
2024-10-07,2024,10,Regular,JED,KUL,International,EY3755,B737-800,203,620.2,6.19,1,AKE,0,Mail,Low,6,1,Medium,Night,Clear,104.5
2024-10-07,2024,10,Regular,JED,CAN,International,EK6578,B777F,320,12133.5,38.18,8,PMC,5,Electronics,Medium,14,4,Medium,Night,Clear,213.4
2024-10-07,2024,10,Regular,JED,CDG,International,GF514,B777F,432,10817.8,59.81,10,PMC,4,General Cargo,Medium,13,2,Low,Afternoon,Clear,294.5
2024-10-07,2024,10,Regular,JED,KWI,International,EY8591,B777F,351,19765.6,80.46,14,PLA,8,Electronics,Medium,14,3,Low,Afternoon,Clear,317.4
2024-10-07,2024,10,Regular,JED,RUH,Domestic,EK127,A321,235,10675.7,47.72,7,PMC,2,General Cargo,Low,8,3,High,Morning,Rain,164.2
2024-10-07,2024,10,Regular,JED,DMM,Domestic,GF2083,A320,97,2075.4,9.66,2,AKE,0,General Cargo,Low,7,1,Medium,Morning,Rain,84.7
2024-10-07,2024,10,Regular,JED,DMM,Domestic,EY4683,A320,161,1437.2,9.68,1,AKE,2,General Cargo,Low,7,2,Medium,Morning,Fog,95.4
2024-10-07,2024,10,Regular,JED,BAH,International,EK8519,B777F,339,10794.4,66.28,10,PMC,5,Fresh Produce,High,13,4,Low,Night,Clear,265.8
2024-10-08,2024,10,Regular,JED,BAH,International,QR4720,B787-9,291,6288.8,21.98,4,PMC,2,General Cargo,Low,8,2,Medium,Morning,Rain,165.1
2024-10-08,2024,10,Regular,JED,HKG,International,TK4919,B777F,382,8000.3,58.15,7,PMC,2,Textiles,Medium,13,3,Low,Night,Clear,250.5
2024-10-08,2024,10,Regular,JED,RUH,Domestic,EY8595,B737-800,163,500.0,5.0,1,AKE,0,Mail,Low,6,1,Medium,Morning,Clear,95.5
2024-10-08,2024,10,Regular,JED,KWI,International,EK6573,A330-300,265,14766.3,42.19,8,AKE,2,General Cargo,Low,10,3,Medium,Afternoon,Rain,206.8
2024-10-08,2024,10,Regular,JED,BOM,International,GF8808,B777F,304,8040.2,45.01,7,PMC,4,Seafood,Medium,10,4,High,Morning,Clear,213.3
2024-10-08,2024,10,Regular,JED,DMM,Domestic,TK1982,A320,131,4382.5,22.99,2,AKE,1,General Cargo,Low,8,2,Medium,Afternoon,Clear,82.6
2024-10-08,2024,10,Regular,JED,FRA,International,SV1609,A321,209,500.0,6.25,2,PMC,1,E-commerce,Low,5,2,Low,Morning,Clear,158.5
2024-10-08,2024,10,Regular,JED,LHR,International,SV3233,B777F,357,18204.6,52.47,11,PMC,5,Valuable Cargo,High,10,3,High,Night,Clear,275.4
2024-10-08,2024,10,Regular,JED,DEL,International,TK1857,B777F,375,1769.7,5.84,6,PMC,3,Mail,Low,13,2,High,Morning,Rain,182.3
2024-10-08,2024,10,Regular,JED,BAH,International,QR1655,A330-300,238,3661.5,21.96,5,AKE,2,Dangerous Goods,High,8,3,Medium,Night,Clear,186.6
2024-10-08,2024,10,Regular,JED,DMM,Domestic,SV1707,A320,383,2709.7,27.59,7,PMC,1,E-commerce,Medium,10,2,Low,Afternoon,Rain,230.6
2024-10-08,2024,10,Regular,JED,DMM,Domestic,SV3753,A320,141,4815.6,28.52,3,AKE,1,General Cargo,Low,5,1,Low,Morning,Clear,122.8
2024-10-08,2024,10,Regular,JED,CAN,International,EK5985,B777F,338,8899.3,44.72,8,AKE,5,Pharmaceuticals,High,10,4,High,Morning,Clear,227.6
2024-10-08,2024,10,Regular,JED,DXB,International,SV2446,B777F,301,5748.8,35.7,5,PMC,1,General Cargo,Low,8,4,Medium,Afternoon,Clear,155.9
2024-10-08,2024,10,Regular,JED,DXB,International,SV773,A330-300,283,3753.3,12.43,3,AKE,2,General Cargo,Low,10,1,Medium,Morning,Clear,150.4
